system:index,landcover,.geo
2_15,0,"{""type"":""Polygon"",""coordinates"":[[[121.79265675358192,31.305280243961825],[121.79128346256627,31.30308017787596],[121.79437336735144,31.30205346278863],[121.79471669010539,31.305133574487694],[121.79265675358192,31.305280243961825]]]}"
2_16,0,"{""type"":""Polygon"",""coordinates"":[[[121.66111490727363,31.3695801037615],[121.65991327763497,31.36840754309321],[121.6612865686506,31.36767468524643],[121.66248819828924,31.369873241642683],[121.66111490727363,31.3695801037615]]]}"
2_17,0,"{""type"":""Polygon"",""coordinates"":[[[121.73932434970385,31.30018923142845],[121.73863770419607,31.298429087573147],[121.74001099521169,31.298282407434584],[121.74052597934254,31.299749198546703],[121.73932434970385,31.30018923142845]]]}"
2_18,0,"{""type"":""Polygon"",""coordinates"":[[[121.78495159522126,31.229022689403227],[121.7840932883365,31.227701588676968],[121.78529491797515,31.22726121766411],[121.78735485449859,31.22814195763778],[121.78495159522126,31.229022689403227]]]}"
2_19,0,"{""type"":""Polygon"",""coordinates"":[[[121.82675647800808,31.17729543740057],[121.82589817112333,31.174358027171987],[121.82830143040067,31.17450489984741],[121.82830143040067,31.176854831674973],[121.82675647800808,31.17729543740057]]]}"
2_20,0,"{""type"":""Polygon"",""coordinates"":[[[121.5308822277154,31.396196132321503],[121.53058182030571,31.395133800902343],[121.5323842647637,31.394914006694098],[121.53242718010797,31.39652581893841],[121.5308822277154,31.396196132321503]]]}"
2_21,0,"{""type"":""Polygon"",""coordinates"":[[[121.56406883383016,31.4067548221456],[121.56355384969933,31.40536295580323],[121.56458381796106,31.405179813958167],[121.56501297140342,31.40649842726526],[121.56406883383016,31.4067548221456]]]}"
2_22,0,"{""type"":""Polygon"",""coordinates"":[[[121.58654068571072,31.415635215032616],[121.58611153226836,31.414536478896654],[121.5883002148245,31.41428010527993],[121.58847187620145,31.415452093236954],[121.58662651639922,31.41589158494598],[121.58654068571072,31.415635215032616]]]}"
2_23,0,"{""type"":""Polygon"",""coordinates"":[[[121.49184275184594,31.444482511511623],[121.49064112220725,31.442725068331587],[121.49338770423853,31.44169987792187],[121.49424601112331,31.44360379404171],[121.49184275184594,31.444482511511623]]]}"
2_24,0,"{""type"":""Polygon"",""coordinates"":[[[121.49480123546586,31.246150043753346],[121.49737615612015,31.246883847564547],[121.49789114025101,31.2483514380805],[121.49342794445026,31.246443565962075],[121.49480123546586,31.246150043753346]]]}"
2_25,0,"{""type"":""Polygon"",""coordinates"":[[[121.42085809734331,31.23231677522149],[121.42077226665484,31.233013991074856],[121.4201714518355,31.23154616224004],[121.42085809734331,31.23231677522149]]]}"
2_26,0,"{""type"":""Polygon"",""coordinates"":[[[121.41754947241559,31.228381973652603],[121.41849360998884,31.22933609693797],[121.41819320257916,31.229776458282043],[121.41763530310405,31.229079218539564],[121.41754947241559,31.228381973652603]]]}"
2_27,0,"{""type"":""Polygon"",""coordinates"":[[[121.39375796998124,31.2273757874494],[121.39384380066971,31.22667852999429],[121.39465919221024,31.22689871711482],[121.39375796998124,31.2273757874494]]]}"
2_28,0,"{""type"":""Polygon"",""coordinates"":[[[121.38667394505873,31.220419686083908],[121.3867597757472,31.220126083017476],[121.38800432073012,31.220199483869578],[121.38770391332045,31.220639887785275],[121.38667394505873,31.220419686083908]]]}"
2_29,0,"{""type"":""Polygon"",""coordinates"":[[[121.37534429417983,31.22145646461655],[121.37679268704787,31.22162161412932],[121.37680341588393,31.221841813030863],[121.37611677037611,31.22177758840424],[121.37530137883562,31.221740888598006],[121.37534429417983,31.22145646461655]]]}"
2_30,0,"{""type"":""Polygon"",""coordinates"":[[[121.39547670406631,31.227737505563898],[121.39528358501724,31.227407227622137],[121.39573419613174,31.227278785888647],[121.39590585750868,31.227609064279267],[121.39547670406631,31.227737505563898]]]}"
2_31,0,"{""type"":""Polygon"",""coordinates"":[[[121.62365346069353,31.382885954822658],[121.62262349243183,31.38112735740184],[121.62948994750994,31.379368727056967],[121.63206486816424,31.384937610199913],[121.62434010620134,31.38596342108251],[121.62365346069353,31.382885954822658]]]}"
2_32,0,"{""type"":""Polygon"",""coordinates"":[[[121.75529933263331,31.30153520993442],[121.75478434850245,31.29860166047877],[121.76096415807275,31.297721577834505],[121.76216578771144,31.304175326362195],[121.75735926915675,31.304908678908205],[121.75529933263331,31.30153520993442]]]}"
3_0,1,"{""type"":""Polygon"",""coordinates"":[[[121.67181821206162,31.23295059742669],[121.67164655068468,31.232179989614558],[121.67211861947128,31.232730424407414],[121.67276234963487,31.232877206477273],[121.67314858773301,31.23254694649942],[121.67374940255235,31.23254694649942],[121.6744789634044,31.232840510981205],[121.67598100045274,31.23328085599363],[121.67744012215682,31.233427637208386],[121.67859883645127,31.23383128437319],[121.6802725348766,31.234345014634314],[121.68022961953234,31.23493213151225],[121.67868466713975,31.234748657879834],[121.67739720681259,31.23438170954609],[121.67495103219103,31.2338679794845],[121.67198987343858,31.233280855993637],[121.67181821206162,31.23295059742669]]]}"
3_1,1,"{""type"":""Polygon"",""coordinates"":[[[121.54415634123558,31.32283953959109],[121.54424217192404,31.322289630418638],[121.54535797087425,31.322289630418638],[121.5452292248415,31.322986181494624],[121.54415634123558,31.32283953959109]]]}"
3_2,1,"{""type"":""Polygon"",""coordinates"":[[[121.55029323546164,31.320628509653353],[121.55029323546164,31.32015191069771],[121.55140903441185,31.32015191069771],[121.55128028837913,31.32073849368514],[121.55029323546164,31.320628509653353]]]}"
3_3,1,"{""type"":""Polygon"",""coordinates"":[[[121.33568911516782,31.34225904699024],[121.33573203051206,31.34169092469371],[121.33671908342953,31.341745904420744],[121.33661179506895,31.34225904699024],[121.33568911516782,31.34225904699024]]]}"
3_4,1,"{""type"":""Polygon"",""coordinates"":[[[121.32744936907406,31.34137937230036],[121.3274922844183,31.34092120514182],[121.3281145569098,31.340976185318663],[121.32792143786068,31.341342719009816],[121.32744936907406,31.34137937230036]]]}"
3_5,1,"{""type"":""Polygon"",""coordinates"":[[[121.34075312578791,31.341544311931255],[121.34075312578791,31.341287739047157],[121.34111790621394,31.340829571442377],[121.34122519457455,31.341159452342723],[121.34075312578791,31.341544311931255]]]}"
3_6,1,"{""type"":""Polygon"",""coordinates"":[[[121.52127889633111,31.388282566501427],[121.52132181167535,31.387348369401334],[121.52254489898613,31.38723846324919],[121.5226307296746,31.388099391331906],[121.52127889633111,31.388282566501427]]]}"
3_7,1,"{""type"":""Polygon"",""coordinates"":[[[121.5178027534478,31.387366687080856],[121.51814607620173,31.386762201770193],[121.51891855239799,31.38711023924246],[121.51889709472586,31.38747659308295],[121.5178027534478,31.387366687080856]]]}"
3_8,1,"{""type"":""Polygon"",""coordinates"":[[[121.52118737293776,31.38290448634103],[121.52071530415112,31.38248315879123],[121.52114445759352,31.382080148062137],[121.5223675449043,31.382190060250643],[121.52118737293776,31.38290448634103]]]}"
3_9,1,"{""type"":""Polygon"",""coordinates"":[[[121.52682033037021,31.38719885491386],[121.5264770076163,31.386795864418865],[121.52718511079624,31.386612686349498],[121.52682033037021,31.38719885491386]]]}"
3_10,1,"{""type"":""Polygon"",""coordinates"":[[[121.51023824746275,31.385230262870472],[121.51004512841368,31.384955491052054],[121.51034553582335,31.38489137751208],[121.51044209534788,31.385193626674468],[121.51023824746275,31.385230262870472]]]}"
3_11,1,"{""type"":""Polygon"",""coordinates"":[[[121.59253631550652,31.351808427952697],[121.59227882344109,31.351258688049246],[121.59326587635854,31.35074559457338],[121.59352336842399,31.351148739682927],[121.59253631550652,31.351808427952697]]]}"
3_12,1,"{""type"":""Polygon"",""coordinates"":[[[121.60746425209119,31.340472704097202],[121.60707801399303,31.33999620561401],[121.60789340553353,31.33959301270492],[121.60815089759897,31.340106167016653],[121.60746425209119,31.340472704097202]]]}"
3_13,1,"{""type"":""Polygon"",""coordinates"":[[[121.61149829444956,31.33798022379071],[121.61132663307258,31.337357093397515],[121.61227077064584,31.336843924092875],[121.6123136859901,31.33732043853999],[121.61149829444956,31.33798022379071]]]}"
3_14,1,"{""type"":""Polygon"",""coordinates"":[[[121.61839010943521,31.332288295685615],[121.61828282107463,31.33195838368455],[121.61875488986124,31.331151927257824],[121.6191411279594,31.331665127601642],[121.61839010943521,31.332288295685615]]]}"
3_15,1,"{""type"":""Polygon"",""coordinates"":[[[121.54227294888467,31.37384593719193],[121.54218711819617,31.373571132073124],[121.54313125576942,31.373168083111725],[121.54332437481854,31.373589452439376],[121.54227294888467,31.37384593719193]]]}"
3_16,1,"{""type"":""Polygon"",""coordinates"":[[[121.5098374065723,31.37353007375082],[121.5098588642444,31.373072063233337],[121.51033093303104,31.373072063233337],[121.51035239070318,31.37354839412509],[121.5098374065723,31.37353007375082]]]}"
3_17,1,"{""type"":""Polygon"",""coordinates"":[[[121.33503444126214,31.338775015449507],[121.3361502402123,31.33873836114434],[121.33709437778556,31.339214865997725],[121.33606440952384,31.34031448337236],[121.33473403385246,31.34016786846495],[121.33503444126214,31.338775015449507]]]}"
3_18,1,"{""type"":""Polygon"",""coordinates"":[[[121.31227977949654,31.338439224164084],[121.31258018690619,31.338219297334067],[121.31300934034859,31.338695804816123],[121.31275184828317,31.339208964021143],[121.31219394880807,31.339099001569956],[121.31227977949654,31.338439224164084]]]}"
3_19,1,"{""type"":""Polygon"",""coordinates"":[[[121.31279476362741,31.336569829723825],[121.31300934034859,31.336166622132428],[121.31365307051216,31.336349898524517],[121.3133526631025,31.337412894559353],[121.31283767897165,31.33737623972356],[121.31279476362741,31.336569829723825]]]}"
3_20,1,"{""type"":""Polygon"",""coordinates"":[[[121.33533079566776,31.343984286470842],[121.33601744117558,31.344039264857614],[121.33584577979859,31.344552394917947],[121.335373711012,31.344534068892568],[121.33533079566776,31.343984286470842]]]}"
3_21,1,"{""type"":""Polygon"",""coordinates"":[[[121.33369823905441,31.342265475755273],[121.33419176551314,31.342045557868932],[121.3345994612834,31.342906899987412],[121.33393427344772,31.34279694185819],[121.33369823905441,31.342265475755273]]]}"
3_22,1,"{""type"":""Polygon"",""coordinates"":[[[121.33504198906981,31.340703753491535],[121.33562134621698,31.340483831954625],[121.33615778801999,31.340612119580292],[121.33637236474117,31.341125268333734],[121.33527802346309,31.341235228416757],[121.33504198906981,31.340703753491535]]]}"
3_23,1,"{""type"":""Polygon"",""coordinates"":[[[121.337831359797,31.338193817420024],[121.338196140223,31.338633670685194],[121.33791719048547,31.33909184898325],[121.337294917994,31.33878028798332],[121.337831359797,31.338193817420024]]]}"
3_24,1,"{""type"":""Polygon"",""coordinates"":[[[121.33680504522042,31.342683977047653],[121.33732002935128,31.34246406013961],[121.33736294469551,31.343288745893997],[121.33686941823677,31.34316046191813],[121.33680504522042,31.342683977047653]]]}"
3_25,1,"{""type"":""Polygon"",""coordinates"":[[[121.45206350702007,31.3735276991788],[121.45235318559371,31.373491058418615],[121.4525355758067,31.373866625532994],[121.45243901628218,31.37415975004265],[121.45185965913494,31.373829984904997],[121.45206350702007,31.3735276991788]]]}"
3_26,1,"{""type"":""Polygon"",""coordinates"":[[[121.45092729142145,31.372525522607702],[121.45089510491327,31.372424759408165],[121.45119551232295,31.372534682893182],[121.45123842766719,31.37280033078447],[121.45084146073299,31.37272704868257],[121.45092729142145,31.372525522607702]]]}"
3_27,1,"{""type"":""Polygon"",""coordinates"":[[[121.45052687045097,31.37126843288668],[121.45094529505728,31.371589046637165],[121.45062342997547,31.371607367389867],[121.45052687045097,31.37126843288668]]]}"
3_28,1,"{""type"":""Polygon"",""coordinates"":[[[121.4512027871227,31.371112705813175],[121.45139590617181,31.371039422395167],[121.45161048289296,31.371094384964042],[121.45159975405691,31.371295914108146],[121.45132080431937,31.371277593294735],[121.4512027871227,31.371112705813175]]]}"
3_29,1,"{""type"":""Polygon"",""coordinates"":[[[121.45182505961417,31.372156988310024],[121.45136371966359,31.37205622471532],[121.45152465220448,31.371790574720443],[121.4520503651714,31.371955461012575],[121.45182505961417,31.372156988310024]]]}"
4_0,7,"{""type"":""Polygon"",""coordinates"":[[[121.32033976996695,31.213359584806884],[121.32179889167107,31.213359584806884],[121.3220563837365,31.214974505965326],[121.3205972620324,31.214974505965326],[121.32033976996695,31.213359584806884]]]}"
4_1,7,"{""type"":""Polygon"",""coordinates"":[[[121.60597999497394,31.25329125922816],[121.60645206376056,31.25343800934723],[121.60670955582601,31.254465253793594],[121.60606582566244,31.254281818105127],[121.60597999497394,31.25329125922816]]]}"
4_2,7,"{""type"":""Polygon"",""coordinates"":[[[121.62464631161198,31.232208054924588],[121.62477505764473,31.23154752913667],[121.62571919521793,31.23154752913667],[121.62567627987369,31.23209796761393],[121.62464631161198,31.232208054924588]]]}"
4_3,7,"{""type"":""Polygon"",""coordinates"":[[[121.82155463831437,31.23351454513569],[121.82144734995373,31.233276025765303],[121.82164046900282,31.23321180890886],[121.82181213037978,31.2334595022575],[121.82155463831437,31.23351454513569]]]}"
4_4,7,"{""type"":""Polygon"",""coordinates"":[[[121.81534427055148,31.235489110789064],[121.81526916869903,31.235379027301388],[121.81539791473175,31.235250596403606],[121.8155159319284,31.235351506409398],[121.81534427055148,31.235489110789064]]]}"
4_5,7,"{""type"":""Polygon"",""coordinates"":[[[121.81213059970543,31.238122381774314],[121.81211987086934,31.237810486919955],[121.81236663409874,31.237874700650607],[121.81243100711508,31.238186595292962],[121.81213059970543,31.238122381774314]]]}"
4_6,7,"{""type"":""Polygon"",""coordinates"":[[[121.81692595906127,31.240047173273464],[121.81689377255307,31.239845363185722],[121.81707616276613,31.239872882768545],[121.81709762043823,31.240056346449002],[121.81692595906127,31.240047173273464]]]}"
4_7,7,"{""type"":""Polygon"",""coordinates"":[[[121.82280101352592,31.243906734835555],[121.82277955585378,31.243732451452576],[121.82291903072255,31.243759969902847],[121.82292975955865,31.243925080436096],[121.82280101352592,31.243906734835555]]]}"
4_8,7,"{""type"":""Polygon"",""coordinates"":[[[121.73119036466167,31.27066981814809],[121.73131911069439,31.270303009403058],[121.73161951810407,31.27048641395385],[121.73166243344829,31.27074317972597],[121.73119036466167,31.27066981814809]]]}"
4_9,7,"{""type"":""Polygon"",""coordinates"":[[[121.7341036503853,31.266070508675394],[121.7343396847786,31.26634562770897],[121.7343396847786,31.266565722358287],[121.73401781969682,31.266382310186174],[121.7341036503853,31.266070508675394]]]}"
4_10,7,"{""type"":""Polygon"",""coordinates"":[[[121.32768524518083,31.19701212054909],[121.32768524518083,31.19616780033015],[121.32811439862326,31.19616780033015],[121.3283289753444,31.19704882995292],[121.32768524518083,31.197269086076783],[121.32768524518083,31.19701212054909]]]}"
4_11,7,"{""type"":""Polygon"",""coordinates"":[[[121.32755872501622,31.209671614617196],[121.32785913242587,31.20853376831954],[121.32820245517979,31.20868058796593],[121.32807370914705,31.209745023585647],[121.32755872501622,31.209671614617196]]]}"
4_12,7,"{""type"":""Polygon"",""coordinates"":[[[121.81593204805829,31.242216203721938],[121.81601787874676,31.240785210286308],[121.81739116976237,31.24126221050709],[121.81769157717206,31.24295003809956],[121.81588913271405,31.24287665491835],[121.81593204805829,31.242216203721938]]]}"
4_13,7,"{""type"":""Polygon"",""coordinates"":[[[121.81975151369552,31.23985727193703],[121.82060982058026,31.238793175387467],[121.82108188936688,31.23985727193703],[121.82035232851483,31.240040735647817],[121.81975151369552,31.23985727193703]]]}"
4_14,7,"{""type"":""Polygon"",""coordinates"":[[[121.82155395815352,31.231375143393333],[121.82138229677653,31.231118270537973],[121.82232643434979,31.23023755830382],[121.82352806398848,31.231558623576777],[121.82215477297288,31.231925582874812],[121.82155395815352,31.231375143393333]]]}"
4_15,7,"{""type"":""Polygon"",""coordinates"":[[[121.82554508516768,31.228936929281137],[121.82571674654464,31.228423169615944],[121.82687546083905,31.227836012292727],[121.827047122216,31.22937729248539],[121.8255880005119,31.229193808066334],[121.82554508516768,31.228936929281137]]]}"
4_16,7,"{""type"":""Polygon"",""coordinates"":[[[121.83071066794723,31.22599540687796],[121.83092524466844,31.22500455132527],[121.83221270499557,31.22518804387804],[121.83208395896283,31.22654587769632],[121.83109690604536,31.226509179741534],[121.83071066794723,31.22599540687796]]]}"
4_17,7,"{""type"":""Polygon"",""coordinates"":[[[121.82598153198478,31.231650800194913],[121.82615319336173,31.231100359112705],[121.82722607696769,31.231100359112705],[121.82744065368888,31.232054454950582],[121.82628193939443,31.23212784653906],[121.82598153198478,31.231650800194913]]]}"
4_18,7,"{""type"":""Polygon"",""coordinates"":[[[121.81154853038784,31.237107561534437],[121.81189185314173,31.23655715224266],[121.81244975261684,31.23663054033352],[121.81232100658413,31.237547886658913],[121.81150561504363,31.23740111184547],[121.81154853038784,31.237107561534437]]]}"
4_19,7,"{""type"":""Polygon"",""coordinates"":[[[121.8127230094705,31.243358787828544],[121.81289467084746,31.24277172332331],[121.81353840101103,31.24262495662684],[121.81349548566679,31.24357893607723],[121.81285175550322,31.243762392559127],[121.8127230094705,31.243358787828544]]]}"
4_20,7,"{""type"":""Polygon"",""coordinates"":[[[121.82061943281035,31.246073913697494],[121.8213489936624,31.245523556653445],[121.821992723826,31.245450175471902],[121.82169231641632,31.246660957675868],[121.82044777143341,31.246660957675868],[121.82061943281035,31.246073913697494]]]}"
4_21,7,"{""type"":""Polygon"",""coordinates"":[[[121.82656085583815,31.238294031523],[121.8276766547883,31.238147257868857],[121.82784831616527,31.23895451014449],[121.82668960187083,31.23899120326583],[121.82656085583815,31.238294031523]]]}"
4_22,7,"{""type"":""Polygon"",""coordinates"":[[[121.82972904813862,31.235211736896694],[121.83114525449845,31.23444114752676],[121.83135983121963,31.23583554273557],[121.82977196348283,31.23590893138696],[121.82972904813862,31.235211736896694]]]}"
4_23,7,"{""type"":""Polygon"",""coordinates"":[[[121.82992167082801,31.23085262043401],[121.82966417876258,31.230448960544162],[121.83030790892617,31.22989851246084],[121.83142370787634,31.231403062959377],[121.82996458617227,31.23125627859949],[121.82992167082801,31.23085262043401]]]}"
4_24,7,"{""type"":""Polygon"",""coordinates"":[[[121.53170986182344,31.479247716438493],[121.53046531684052,31.47840592494907],[121.53123779303687,31.47708832306766],[121.53325481421606,31.47738112508898],[121.53398437506809,31.47939411418537],[121.53218193061007,31.48008950035524],[121.53170986182344,31.479247716438493]]]}"
4_25,7,"{""type"":""Polygon"",""coordinates"":[[[121.37559070058892,31.483826263808606],[121.37623443075249,31.48184996851604],[121.37889518209525,31.482142755637934],[121.3791526741607,31.484631409181738],[121.37666358419486,31.485290159333122],[121.37559070058892,31.483826263808606]]]}"
4_26,7,"{""type"":""Polygon"",""coordinates"":[[[121.3834148390592,31.47970759589515],[121.38397273853427,31.479158605002496],[121.38547477558264,31.478829208920867],[121.38564643695958,31.480073588034166],[121.38397273853427,31.480695771385196],[121.3834148390592,31.47970759589515]]]}"
4_27,7,"{""type"":""Polygon"",""coordinates"":[[[121.37929496601231,31.48065917247905],[121.38011035755282,31.4800003897209],[121.38109741047032,31.4800003897209],[121.38135490253573,31.481464345106907],[121.37925205066807,31.48168393643928],[121.37929496601231,31.48065917247905]]]}"
4_28,7,"{""type"":""Polygon"",""coordinates"":[[[121.39107522800573,31.479305002888783],[121.39060315921913,31.478554711300454],[121.39159021213659,31.478408312240337],[121.39199790790686,31.479359902037118],[121.3912468893827,31.479799094064113],[121.39107522800573,31.479305002888783]]]}"
4_29,7,"{""type"":""Polygon"",""coordinates"":[[[121.32967433147415,31.507971755211702],[121.32967433147415,31.507239987827358],[121.33139094524368,31.507276576332657],[121.3309617918013,31.508483988972035],[121.33006056957227,31.508374224831154],[121.32967433147415,31.507971755211702]]]}"
4_30,7,"{""type"":""Polygon"",""coordinates"":[[[121.32744273357373,31.506325270540696],[121.32761439495071,31.506069148096373],[121.32842978649123,31.506325270540696],[121.32877310924512,31.507093633663036],[121.32752856426224,31.50680092464688],[121.32744273357373,31.506325270540696]]]}"
