system:index,landcover,.geo
3_1,5,"{""type"":""Polygon"",""coordinates"":[[[7.52016521434383,45.88298750238922],[7.51965023021297,45.8824945711718],[7.519542941852375,45.88212113551965],[7.519542941852375,45.88179251006943],[7.519843349262044,45.881508695616326],[7.520057925983235,45.88191201045804],[7.520079383655354,45.88216594793047],[7.520422706409261,45.88240494684422],[7.520937690540119,45.88307712577704],[7.520744571491047,45.883271309288006],[7.52037979106502,45.883256372118936],[7.52016521434383,45.88298750238922]]]}"
3_2,5,"{""type"":""Polygon"",""coordinates"":[[[7.496298061613818,45.88688076967131],[7.4953968393848145,45.88676127997038],[7.495203720335741,45.88641774564849],[7.496040569548388,45.88632812764989],[7.497328029875537,45.88598459064925],[7.498529659514209,45.88620863676019],[7.498551117186327,45.88668659877678],[7.498014675383347,45.88714962055861],[7.497091995482225,45.88714962055861],[7.496298061613818,45.88688076967131]]]}"
3_3,5,"{""type"":""Polygon"",""coordinates"":[[[7.531412130066329,45.89748394352389],[7.532442098328049,45.89763327677581],[7.532549386688645,45.89787220914359],[7.53220606393474,45.898096207304654],[7.531326299377852,45.897917008848104],[7.530575280853686,45.89782740940296],[7.530553823181564,45.897454076825284],[7.531004434296066,45.89721514265831],[7.531412130066329,45.89748394352389]]]}"
3_4,5,"{""type"":""Polygon"",""coordinates"":[[[7.5226891703287615,45.89883452626352],[7.523096866099027,45.89922278243958],[7.522903747049956,45.89959610312552],[7.522388762919095,45.89980516161329],[7.521745032755522,45.89998435397627],[7.52195960947671,45.89922278243958],[7.521551913706448,45.89916305089688],[7.521015471903468,45.898939057039534],[7.520908183542875,45.898580664988266],[7.5227106280008815,45.89811773849834],[7.522989577738432,45.89763987484769],[7.522860831705717,45.89690813816274],[7.523762053934719,45.89728147441091],[7.5226891703287615,45.89883452626352]]]}"
3_5,5,"{""type"":""Polygon"",""coordinates"":[[[7.518284221139036,45.90088613300659],[7.516782184090697,45.900542686047636],[7.515966792550167,45.900751740971316],[7.515258689370237,45.90039336062024],[7.515280147042357,45.90010964120176],[7.516460319008907,45.90027389998917],[7.516589065041624,45.89961686192386],[7.51740445658215,45.90012457383885],[7.518799205269895,45.900527753522965],[7.518284221139036,45.90088613300659]]]}"
3_6,5,"{""type"":""Polygon"",""coordinates"":[[[7.318079162248018,45.857604539293526],[7.317864585526824,45.8569768849582],[7.318122077592254,45.85673777668117],[7.31928079188669,45.8568872194748],[7.321083236344697,45.85781375583095],[7.320439506181122,45.85832184985887],[7.319838691361786,45.858262074331854],[7.319237876542451,45.8576643155274],[7.318079162248018,45.857604539293526]]]}"
3_7,5,"{""type"":""Polygon"",""coordinates"":[[[7.384942216212505,45.9559185697734],[7.384684724147075,45.95620200387753],[7.3834401791641655,45.95621692142178],[7.383032483393901,45.955993157836105],[7.383289975459331,45.95529202608327],[7.384534520442242,45.955277108290055],[7.384942216212505,45.9559185697734]]]}"
3_8,5,"{""type"":""Polygon"",""coordinates"":[[[7.572732240214789,45.86732930419805],[7.572324544444523,45.86682129248316],[7.571487695231878,45.86670175964022],[7.571380406871281,45.866373042996834],[7.57191684867426,45.865999498997105],[7.571745187297308,45.86526734547628],[7.571723729625188,45.86484896770637],[7.572582036509952,45.86486390982379],[7.5727107825426705,45.8654018233765],[7.573354512706244,45.865476533180505],[7.573375970378362,45.865954673548465],[7.574320107951605,45.865865022542735],[7.574556142344913,45.86643280980386],[7.573869496837102,45.86700059126561],[7.573118478312934,45.867284479821734],[7.572732240214789,45.86732930419805]]]}"
3_9,5,"{""type"":""Polygon"",""coordinates"":[[[7.603491980533202,45.87159046114028],[7.602590758304198,45.871724923743606],[7.601217467288572,45.87169504319321],[7.601496417026121,45.87069403547117],[7.602183062533935,45.87035040179792],[7.60299845407446,45.87096296469],[7.604242999057373,45.87082850024326],[7.603491980533202,45.87159046114028]]]}"
3_10,5,"{""type"":""Polygon"",""coordinates"":[[[7.621782944569066,45.88101202077399],[7.621074841389131,45.8814004015531],[7.6204311112255585,45.88175890447803],[7.620001957783175,45.88159459092458],[7.61940114296384,45.8814900275012],[7.619916127094701,45.881236086939445],[7.620817349323706,45.88060869939907],[7.621782944569064,45.880474258290135],[7.621782944569066,45.88101202077399]]]}"
3_11,5,"{""type"":""Polygon"",""coordinates"":[[[7.618285344013646,45.87659864960798],[7.6186072090954315,45.876972122378035],[7.6193582276196015,45.87733065387581],[7.620023415455296,45.87740534764668],[7.6201092461437705,45.87752485747121],[7.6190578202099335,45.877898324016265],[7.618950531849339,45.87840623448935],[7.618478463062718,45.87809252562771],[7.618542836079075,45.877420286388805],[7.617727444538548,45.87683767246995],[7.616676018604711,45.8770318777883],[7.615946457752658,45.87676297793604],[7.616547272571993,45.876195296196954],[7.616997883686497,45.87570230471863],[7.6178132752270225,45.875881574853146],[7.618564293751193,45.87604590530174],[7.618285344013646,45.87659864960798]]]}"
3_12,5,"{""type"":""Polygon"",""coordinates"":[[[7.599714099971058,45.873177934816106],[7.599799930659533,45.87356637035404],[7.599907219020132,45.87404444113526],[7.599284946528674,45.87465696331356],[7.598533928004508,45.87486611568186],[7.598576843348744,45.873850225376394],[7.598705589381457,45.873267574027366],[7.599091827479603,45.87301359588661],[7.599499523249866,45.87255045628897],[7.599885761348012,45.87210225300357],[7.600293457118275,45.87232635509808],[7.600829898921254,45.87274467659013],[7.599714099971058,45.873177934816106]]]}"
3_13,5,"{""type"":""Polygon"",""coordinates"":[[[7.602876208762148,45.876918059836534],[7.60330536220453,45.87712720369483],[7.603605769614201,45.87736622428334],[7.602876208762148,45.87739610178459],[7.601760409811951,45.877500672912525],[7.6013956293859275,45.8782027882465],[7.600751899222354,45.878217726774224],[7.600580237845398,45.877455856738955],[7.600923560599307,45.87702263186409],[7.6020393595495035,45.87700769301507],[7.602876208762148,45.876918059836534]]]}"
3_14,5,"{""type"":""Polygon"",""coordinates"":[[[7.61568949632868,45.8890910769239],[7.615238885214178,45.88921056161316],[7.614509324362127,45.88906120571139],[7.613972882559147,45.888837171105756],[7.614230374624578,45.88859819986371],[7.615024308492986,45.88861313559646],[7.615625123312321,45.888523521139746],[7.616054276754705,45.88876249270307],[7.61568949632868,45.8890910769239]]]}"
3_15,5,"{""type"":""Polygon"",""coordinates"":[[[7.596577667639205,45.893552054997286],[7.596706413671922,45.89307415205625],[7.596148514196823,45.89261117966044],[7.5962128872131816,45.892207942493684],[7.596255802557418,45.89175989776355],[7.596878075048876,45.891401459377015],[7.596899532720994,45.8918943115621],[7.5974145168518525,45.8918943115621],[7.597500347540329,45.89164041855842],[7.598423027441453,45.89178976752468],[7.598423027441451,45.89198392058044],[7.5977363819336405,45.89219300772757],[7.597672008917282,45.892700787522124],[7.598122620031782,45.893477382933824],[7.597435974523973,45.89352218618395],[7.596577667639205,45.893552054997286]]]}"
3_16,5,"{""type"":""Polygon"",""coordinates"":[[[7.588637963637948,45.894024851973285],[7.588251725539805,45.894323536680226],[7.587479249343512,45.89441314177907],[7.587479249343512,45.89492090127484],[7.5872432149502025,45.895174779281746],[7.586148873672128,45.8952643830071],[7.586041585311533,45.894846231051886],[7.5852691091152415,45.89492090127484],[7.585161820754646,45.894472878431294],[7.585998669967295,45.894323536680226],[7.586878434524179,45.89438327342885],[7.5871144689174885,45.89405472051626],[7.587629453048349,45.8935917562948],[7.587994233474376,45.89318852624764],[7.588466302260996,45.89306905011588],[7.588616505965829,45.89338267441357],[7.589024201736091,45.893711231302085],[7.588637963637948,45.894024851973285]]]}"
3_17,5,"{""type"":""Polygon"",""coordinates"":[[[7.579526082330109,45.89586438387689],[7.5790754712156065,45.89558064131641],[7.578410283379915,45.895252095487756],[7.577401772790316,45.8951176898158],[7.5774446881345545,45.89459499799912],[7.577959672265413,45.894550195614514],[7.5790969288877275,45.89458006387494],[7.579783574395539,45.894819009380114],[7.580234185510041,45.89511768981579],[7.580684796624545,45.89558064131641],[7.581307069116,45.89558064131641],[7.581371442132356,45.89575984731273],[7.58102811937845,45.896401997384025],[7.580212727837923,45.89647666551502],[7.579504624657993,45.896372130103494],[7.579526082330109,45.89586438387689]]]}"
3_18,5,"{""type"":""Polygon"",""coordinates"":[[[7.576487466239004,45.897714867423126],[7.576079770468742,45.89828232928407],[7.575157090567619,45.8981927304284],[7.574642106436761,45.897998599078505],[7.574792310141592,45.897655134258294],[7.575049802207023,45.89710259943757],[7.574749394797354,45.896729261986785],[7.574813767813714,45.896385789315225],[7.5758222784033125,45.89625138638717],[7.576401635550529,45.896475391086526],[7.5764445508947675,45.89710259943757],[7.576487466239004,45.897714867423126]]]}"
3_19,5,"{""type"":""Polygon"",""coordinates"":[[[7.330934038682457,45.89706454392834],[7.331277361436363,45.896526936835585],[7.3326506524519885,45.896198396605584],[7.333594790025231,45.89560104575289],[7.334882250352379,45.89601919202446],[7.334238520188804,45.89640746788594],[7.3341526895003275,45.897124277728444],[7.332908144517418,45.89718401146433],[7.332736483140467,45.89831894023711],[7.331964006944178,45.897870944808425],[7.331921091599938,45.897303478743304],[7.330934038682457,45.89706454392834]]]}"
3_20,5,"{""type"":""Polygon"",""coordinates"":[[[7.32711457304525,45.896526936835585],[7.32707165770101,45.89607892694909],[7.327457895799156,45.895630913448144],[7.327372065110681,45.89512316044425],[7.328573694749353,45.894943952393255],[7.329603663011071,45.89569064879045],[7.329260340257163,45.89643733514744],[7.3288311868147815,45.89682560808525],[7.3280587106184925,45.89643733514744],[7.32711457304525,45.896526936835585]]]}"
3_21,5,"{""type"":""Polygon"",""coordinates"":[[[7.405272915867255,45.885521782986764],[7.404715016392158,45.88611924225211],[7.404242947605536,45.885372417166394],[7.402612164524483,45.88570102144108],[7.401153042820381,45.88582051342265],[7.400852635410712,45.88474507633525],[7.401539280918526,45.88438659267957],[7.40317006399958,45.88441646640591],[7.405315831211492,45.88462558204041],[7.405272915867255,45.885521782986764]]]}"
3_22,5,"{""type"":""Polygon"",""coordinates"":[[[7.445856104534757,45.90993888312243],[7.446371088665615,45.909461121213724],[7.4473152262388576,45.90931181977387],[7.448087702435145,45.90978958296771],[7.44821644846786,45.91026734204916],[7.447272310894621,45.91029720185522],[7.445899019878996,45.91029720185522],[7.445856104534757,45.90993888312243]]]}"
3_23,5,"{""type"":""Polygon"",""coordinates"":[[[7.485731485290175,45.90223212429566],[7.48635375778163,45.90200814281955],[7.486739995879775,45.90197827855446],[7.487576845092421,45.901993210689014],[7.488349321288711,45.9025904927779],[7.488671186370498,45.90312804116399],[7.488413694305068,45.903889559134704],[7.487727048797256,45.90321763205566],[7.486503961486463,45.90297872268992],[7.485495450896865,45.90266515258721],[7.485731485290175,45.90223212429566]]]}"
3_24,5,"{""type"":""Polygon"",""coordinates"":[[[7.469635467403549,45.89696131486816],[7.470279197567121,45.896722378580876],[7.471223335140365,45.89634903857381],[7.472253303402084,45.89615490077812],[7.472467880123276,45.8964834412655],[7.47208164202513,45.896797046281094],[7.471695403926986,45.897110649525594],[7.472188930385728,45.897513851094715],[7.472017269008775,45.8977378507014],[7.4713735388451985,45.89775278397638],[7.470944385402818,45.89781251703615],[7.470386485927718,45.897946916185674],[7.470193366878646,45.89770798413939],[7.469592552059311,45.89767811756132],[7.469635467403549,45.89696131486816]]]}"
3_25,5,"{""type"":""Polygon"",""coordinates"":[[[7.4585372976338435,45.900572613715575],[7.458108144191458,45.90087126320459],[7.4574429563557665,45.90096085773807],[7.45686359920855,45.90084139832798],[7.456391530421931,45.90064727623844],[7.456799226192191,45.900199299595265],[7.456670480159478,45.89951239505572],[7.456541734126763,45.89922867113558],[7.456713395503716,45.89876575004817],[7.456799226192191,45.89807882777376],[7.4574429563557665,45.89792949572006],[7.45787210979815,45.89798922858973],[7.458000855830865,45.89848202231276],[7.458129601863579,45.89882548201825],[7.459245400813774,45.89900467754296],[7.459073739436823,45.89936306685744],[7.458430009273249,45.89966172285245],[7.458451466945365,45.90033369296774],[7.4585372976338435,45.900572613715575]]]}"
3_26,5,"{""type"":""Polygon"",""coordinates"":[[[7.446897646670692,45.89506126042172],[7.446511408572551,45.89483725001792],[7.446232458835,45.895135930355494],[7.445653101687785,45.895150864330226],[7.445095202212685,45.89485218407294],[7.444944998507852,45.89440416067501],[7.445417067294473,45.8938217248541],[7.445996424441689,45.89368731572025],[7.446296831851359,45.894015870806456],[7.446683069949502,45.8943294897573],[7.447262427096717,45.89476257968253],[7.447949072604532,45.89479244782873],[7.448270937686318,45.89447883149235],[7.448399683719033,45.89422495030379],[7.449644228701944,45.893269151890216],[7.450159212832804,45.893239282924725],[7.450180670504922,45.893508103035764],[7.44975151706254,45.893806790521964],[7.449794432406779,45.89422495030379],[7.449365278964393,45.89452363393454],[7.449429651980752,45.895345005635974],[7.449987551455849,45.89579302144355],[7.450116297488566,45.89625596731417],[7.449858805423135,45.896584507203585],[7.449193617587442,45.89637543658979],[7.4491721599153236,45.89573328621136],[7.4485713450959885,45.89561381555424],[7.447648665194865,45.89574822002543],[7.446897646670692,45.89506126042172]]]}"
3_27,5,"{""type"":""Polygon"",""coordinates"":[[[7.434523376629336,45.89603877705256],[7.4344160882687405,45.89457525184309],[7.435231479809268,45.894127226211005],[7.435767921612246,45.89403762065085],[7.436561855480655,45.894127226211005],[7.4371841279721105,45.89438110784629],[7.437033924267276,45.89470965882789],[7.435810836956485,45.894410976197676],[7.435102733776553,45.89491873571323],[7.435467514202578,45.89538168887244],[7.435231479809268,45.896008909576665],[7.434523376629336,45.89603877705256]]]}"
3_28,5,"{""type"":""Polygon"",""coordinates"":[[[7.455646542556849,45.869005819596644],[7.452899960525602,45.868348411616324],[7.4525566377716945,45.86745193365811],[7.456419018753138,45.86751169930516],[7.457363156326384,45.868706998751286],[7.455646542556849,45.869005819596644]]]}"
3_29,5,"{""type"":""Polygon"",""coordinates"":[[[7.3452921455601015,45.85881194652905],[7.344948822806195,45.85952924151869],[7.343661362479046,45.85911082056594],[7.343318039725139,45.85779576278715],[7.345292145560102,45.85761643431667],[7.3452921455601015,45.85881194652905]]]}"
3_30,5,"{""type"":""Polygon"",""coordinates"":[[[7.500940007768998,45.99312903895769],[7.500961465441116,45.99265199362291],[7.500854177080521,45.99216003631463],[7.501004380785353,45.992070589061505],[7.50186268767012,45.99227929909395],[7.502442044817337,45.992637085889925],[7.502270383440384,45.993143946558156],[7.501412076555618,45.99315885415461],[7.500940007768998,45.99312903895769]]]}"
4_0,7,"{""type"":""Polygon"",""coordinates"":[[[7.361656274345848,45.864552486402516],[7.361656274345848,45.86556854665772],[7.36062630608413,45.86556854665772],[7.361656274345848,45.864552486402516]]]}"
4_1,7,"{""type"":""Polygon"",""coordinates"":[[[7.36491784050796,45.86966248362933],[7.363759126213524,45.87002106228689],[7.3640166182789555,45.86927402080648],[7.365003671196435,45.86912461130553],[7.36491784050796,45.86966248362933]]]}"
4_2,7,"{""type"":""Polygon"",""coordinates"":[[[7.373040166016773,45.87408719315422],[7.374670949097828,45.874266468499],[7.374327626343921,45.875132957846006],[7.372525181885913,45.874774412168605],[7.373040166016773,45.87408719315422]]]}"
4_3,7,"{""type"":""Polygon"",""coordinates"":[[[7.5982175462006705,45.925259672576026],[7.59997707531444,45.9259164071332],[7.599762498593248,45.92761791050034],[7.597960054135239,45.927349255543696],[7.5982175462006705,45.925259672576026]]]}"
4_4,7,"{""type"":""Polygon"",""coordinates"":[[[7.592511914884379,45.91864099386714],[7.594657682096295,45.91867084916801],[7.596545957242776,45.92034272037892],[7.594056867276956,45.92034272037892],[7.592511914884379,45.91864099386714]]]}"
4_5,7,"{""type"":""Polygon"",""coordinates"":[[[7.606236782067262,45.938434905226835],[7.607288208001101,45.93792754373864],[7.607438411705934,45.939031795151806],[7.606344070427859,45.93895718426258],[7.606236782067262,45.938434905226835]]]}"
4_6,7,"{""type"":""Polygon"",""coordinates"":[[[7.555632499743074,45.96206424261267],[7.556705383349032,45.961915082731],[7.5570057907587,45.9634364946823],[7.555761245775788,45.96322767590776],[7.555632499743074,45.96206424261267]]]}"
4_7,7,"{""type"":""Polygon"",""coordinates"":[[[7.560056167078395,45.968481265628235],[7.560871558618922,45.96845143713946],[7.56168695015945,45.96952525261563],[7.55992742104568,45.96943576878772],[7.560056167078395,45.968481265628235]]]}"
4_8,7,"{""type"":""Polygon"",""coordinates"":[[[7.5612029060744375,45.95658455341259],[7.562361620368869,45.95610719317111],[7.562790773811255,45.957181247931736],[7.561460398139865,45.957121578768955],[7.5612029060744375,45.95658455341259]]]}"
4_9,7,"{""type"":""Polygon"",""coordinates"":[[[7.562535459203117,45.95324959343943],[7.5634152237600025,45.95360763246791],[7.563200647038811,45.95438337576101],[7.562235051793451,45.95405517800068],[7.562535459203117,45.95324959343943]]]}"
4_10,7,"{""type"":""Polygon"",""coordinates"":[[[7.510584935137445,45.99134764520139],[7.512559040972408,45.99146690973132],[7.512816533037835,45.99265954089566],[7.510842427202874,45.992689356345466],[7.510584935137445,45.99134764520139]]]}"
4_11,7,"{""type"":""Polygon"",""coordinates"":[[[7.49341247104129,45.99460196073238],[7.495172000155061,45.9946914038943],[7.495429492220488,45.99567526913449],[7.49341247104129,45.99564545529329],[7.49341247104129,45.99460196073238]]]}"
4_12,7,"{""type"":""Polygon"",""coordinates"":[[[7.504134945987466,46.00080800698277],[7.505551152347328,46.00083781804247],[7.505207829593421,46.00173214236485],[7.503963284610511,46.001314792813396],[7.504134945987466,46.00080800698277]]]}"
4_13,7,"{""type"":""Polygon"",""coordinates"":[[[7.482326349519982,45.91235087909483],[7.483399233125941,45.912470313738936],[7.483570894502894,45.913097341403805],[7.482583841585416,45.913037624788565],[7.482326349519982,45.91235087909483]]]}"
4_14,7,"{""type"":""Polygon"",""coordinates"":[[[7.472217312579802,45.90954147598078],[7.472431889300992,45.9092428731318],[7.47320436549728,45.909422035033955],[7.473290196185759,45.909989377242276],[7.472002735858608,45.909929657282916],[7.472217312579802,45.90954147598078]]]}"
4_15,7,"{""type"":""Polygon"",""coordinates"":[[[7.467451896326475,45.91407092985054],[7.467494811670715,45.91386192508264],[7.468481864588195,45.913951498650995],[7.468267287867003,45.9145785095812],[7.467709388391906,45.91454865207851],[7.467451896326475,45.91407092985054]]]}"
4_16,7,"{""type"":""Polygon"",""coordinates"":[[[7.454577293054992,45.91532494192807],[7.4553497692512805,45.91544437017183],[7.455435599939757,45.916011650819875],[7.454233970301085,45.91589222379694],[7.454577293054992,45.91532494192807]]]}"
4_17,7,"{""type"":""Polygon"",""coordinates"":[[[7.46017994046216,45.90064567859705],[7.461038247346927,45.90067554357894],[7.46120990872388,45.90112351637958],[7.460394517183354,45.90115338110443],[7.46017994046216,45.90064567859705]]]}"
4_18,7,"{""type"":""Polygon"",""coordinates"":[[[7.5419208454495745,45.899372578808865],[7.542478744924671,45.89928298171245],[7.542564575613148,45.89999975443553],[7.542092506826528,45.90002961976485],[7.5419208454495745,45.899372578808865]]]}"
4_19,7,"{""type"":""Polygon"",""coordinates"":[[[7.541287310871417,45.894272952421446],[7.541802295002276,45.89406387310481],[7.542488940510089,45.894900185648424],[7.541973956379227,45.89498978981682],[7.541287310871417,45.894272952421446]]]}"
4_20,7,"{""type"":""Polygon"",""coordinates"":[[[7.5297186543091055,45.89293400398432],[7.530276553784204,45.89371059613489],[7.5292465855224835,45.893322301417015],[7.5297186543091055,45.89293400398432]]]}"
4_21,7,"{""type"":""Polygon"",""coordinates"":[[[7.522043292129599,45.890641812179005],[7.522901599014364,45.890671682541466],[7.5230732603913175,45.891209346318355],[7.521914546096884,45.89114960615574],[7.522043292129599,45.890641812179005]]]}"
4_22,7,"{""type"":""Polygon"",""coordinates"":[[[7.564617397652197,45.88938089216405],[7.565261127815771,45.88935102110744],[7.565475704536964,45.89030688695139],[7.564831974373389,45.89033675749399],[7.564617397652197,45.88938089216405]]]}"
4_23,7,"{""type"":""Polygon"",""coordinates"":[[[7.5625767011449385,45.88472152279843],[7.5633491773412285,45.88472152279843],[7.563435008029705,45.88534886389554],[7.562705447177653,45.885169624304986],[7.5625767011449385,45.88472152279843]]]}"
4_24,7,"{""type"":""Polygon"",""coordinates"":[[[7.554682239000421,45.87479494516308],[7.55571220726214,45.87491446060179],[7.555669291917901,45.87545227689505],[7.554682239000421,45.87548215542541],[7.554682239000421,45.87479494516308]]]}"
4_25,7,"{""type"":""Polygon"",""coordinates"":[[[7.55120609611712,45.87167659394042],[7.552021487657646,45.871885757525355],[7.552278979723078,45.87230408233372],[7.551120265428645,45.87242360312917],[7.55120609611712,45.87167659394042]]]}"
4_26,7,"{""type"":""Polygon"",""coordinates"":[[[7.536835110746966,45.86762232177169],[7.537779248320207,45.86756255624362],[7.53773633297597,45.86824985593698],[7.537006772123918,45.8681900910836],[7.536835110746966,45.86762232177169]]]}"
4_27,7,"{""type"":""Polygon"",""coordinates"":[[[7.522272189234428,45.872474466817174],[7.522958834742242,45.87262386731336],[7.523130496119195,45.87301230672384],[7.522272189234428,45.87298242686558],[7.522272189234428,45.872474466817174]]]}"
4_28,7,"{""type"":""Polygon"",""coordinates"":[[[7.507350550175708,45.87024088268253],[7.50803719568352,45.87024088268253],[7.508123026371996,45.87065921987141],[7.5073505501757065,45.87074886314509],[7.507350550175708,45.87024088268253]]]}"
4_29,7,"{""type"":""Polygon"",""coordinates"":[[[7.516115293573367,45.88054301256454],[7.5167590237369435,45.88069239136953],[7.5168448544254165,45.881050898862895],[7.516115293573367,45.880961272206434],[7.516115293573367,45.88054301256454]]]}"
4_30,7,"{""type"":""Polygon"",""coordinates"":[[[7.403697028246858,45.9257309229863],[7.404726996508577,45.92507418623324],[7.405971541491487,45.9257309229863],[7.405799880114534,45.92665631157839],[7.404083266345003,45.926507056398],[7.403697028246858,45.9257309229863]]]}"
4_31,7,"{""type"":""Polygon"",""coordinates"":[[[7.409919753161409,45.92746228261298],[7.409876837817171,45.92686526815626],[7.410949721423127,45.92686526815626],[7.4119367743406075,45.928059290644235],[7.41039182194803,45.92773093702218],[7.409919753161409,45.92746228261298]]]}"
4_32,7,"{""type"":""Polygon"",""coordinates"":[[[7.39435865200837,45.92128287403421],[7.395045297516183,45.92092462622891],[7.396075265777902,45.921790387798616],[7.394873636139229,45.921730680537884],[7.39435865200837,45.92128287403421]]]}"
4_33,7,"{""type"":""Polygon"",""coordinates"":[[[7.398233988924222,45.93311650406],[7.398191073579982,45.93266878946318],[7.398620227022367,45.93231061518342],[7.399778941316799,45.9331761990665],[7.3986202270223655,45.9331761990665],[7.398233988924222,45.93311650406]]]}"
4_34,7,"{""type"":""Polygon"",""coordinates"":[[[7.370134106590872,45.92078234112943],[7.369876614525444,45.92048379875907],[7.3712499055410685,45.92030467256583],[7.371936551048882,45.921200297749245],[7.370949498131401,45.92108088189341],[7.370134106590872,45.92078234112943]]]}"
4_35,7,"{""type"":""Polygon"",""coordinates"":[[[7.388540649616114,45.91386555736858],[7.3886693956488285,45.91338782926035],[7.389613533222072,45.91335797111704],[7.389742279254786,45.91437313897763],[7.388583564960354,45.914343281364424],[7.388540649616114,45.91386555736858]]]}"
4_36,7,"{""type"":""Polygon"",""coordinates"":[[[7.384902834612163,45.909504783284675],[7.384430765825543,45.909325621649636],[7.384859919267926,45.90839994398908],[7.38644778700474,45.90920618023831],[7.385374903398785,45.90914645943627],[7.384902834612163,45.909504783284675]]]}"
4_37,7,"{""type"":""Polygon"",""coordinates"":[[[7.392826461885352,45.91746145561554],[7.393341446016214,45.91713303926459],[7.393985176179787,45.91725246361712],[7.394113922212501,45.91796900433475],[7.393083953950784,45.91796900433475],[7.392826461885352,45.91746145561554]]]}"
4_38,7,"{""type"":""Polygon"",""coordinates"":[[[7.401469819758942,45.932651042184354],[7.401984803889799,45.932322715744505],[7.402800195430326,45.932382411605424],[7.402456872676423,45.93321814691137],[7.401727311824369,45.93318829943872],[7.401469819758942,45.932651042184354]]]}"
4_39,7,"{""type"":""Polygon"",""coordinates"":[[[7.412771957899681,45.93627828239781],[7.4130723653093495,45.93592013142962],[7.413844841505636,45.93609920720288],[7.413844841505636,45.93666627666972],[7.412686127211204,45.93663643105287],[7.412771957899681,45.93627828239781]]]}"
4_40,7,"{""type"":""Polygon"",""coordinates"":[[[7.421724608730831,45.93987041841719],[7.421982100796264,45.939542134718835],[7.4227116616483135,45.93954213471885],[7.422540000271362,45.94034791850874],[7.421552947353878,45.940318074873495],[7.421724608730831,45.93987041841719]]]}"
4_41,7,"{""type"":""Polygon"",""coordinates"":[[[7.427623758340115,45.94502316679099],[7.427709589028592,45.94445618278931],[7.428524980569119,45.944486024197126],[7.428567895913358,45.94535141803627],[7.427795419717067,45.94529173613625],[7.427623758340115,45.94502316679099]]]}"
4_42,7,"{""type"":""Polygon"",""coordinates"":[[[7.436392641366014,45.95035838413792],[7.436564302742967,45.94988097026436],[7.437723017037401,45.950030162541594],[7.437250948250781,45.95077611790393],[7.436521387398731,45.95065676572062],[7.436392641366014,45.95035838413792]]]}"
4_43,7,"{""type"":""Polygon"",""coordinates"":[[[7.4428332426205355,45.95502992200734],[7.442618665899344,45.954612220302856],[7.443476972784108,45.95440336826999],[7.44394904157073,45.95526860728207],[7.443176565374439,45.95526860728207],[7.4428332426205355,45.95502992200734]]]}"
4_44,7,"{""type"":""Polygon"",""coordinates"":[[[7.446949812730245,45.95830167767273],[7.447808119615012,45.9579735031181],[7.448022696336203,45.95842101339252],[7.448022696336203,45.95901768813632],[7.447464796861106,45.95892818733434],[7.446949812730245,45.95830167767273]]]}"
4_45,7,"{""type"":""Polygon"",""coordinates"":[[[7.343927250720151,45.86386026317034],[7.3458155258666356,45.864218879258075],[7.345987187243589,45.86559355283064],[7.3428972824584315,45.865234945610666],[7.343927250720151,45.86386026317034]]]}"
4_46,7,"{""type"":""Polygon"",""coordinates"":[[[7.34899126134027,45.85889916994839],[7.350536213732847,45.85907849428198],[7.350364552355894,45.860513068130786],[7.348304615832455,45.86027397505968],[7.34899126134027,45.85889916994839]]]}"
4_47,7,"{""type"":""Polygon"",""coordinates"":[[[7.345472203112728,45.86248554673691],[7.346845494128353,45.860692387259355],[7.348991261340268,45.86230623339166],[7.347532139636168,45.863023483302655],[7.34590135655511,45.863023483302655],[7.345472203112728,45.86248554673691]]]}"
4_48,7,"{""type"":""Polygon"",""coordinates"":[[[7.364838797821283,45.87241035386489],[7.366555411590812,45.871992029856415],[7.367757041229486,45.87252987443183],[7.366727072967767,45.873366511203514],[7.364838797821283,45.87318723295553],[7.364838797821283,45.87241035386489]]]}"
4_49,7,"{""type"":""Polygon"",""coordinates"":[[[7.382348258270501,45.8816126854398],[7.384322364105462,45.88125418157142],[7.3844940254824145,45.88316617547156],[7.38260575033593,45.88322592422067],[7.382348258270501,45.8816126854398]]]}"
4_50,7,"{""type"":""Polygon"",""coordinates"":[[[7.382176596893546,45.877967788318266],[7.384665686859369,45.87850557506112],[7.384923178924798,45.879760390553116],[7.383206565155269,45.8796408855367],[7.382176596893546,45.877967788318266]]]}"
4_51,7,"{""type"":""Polygon"",""coordinates"":[[[7.391789634002922,45.8841818954676],[7.393592078460932,45.884122147746595],[7.393677909149409,45.88567556760883],[7.391617972625971,45.88567556760883],[7.391789634002922,45.8841818954676]]]}"
4_52,7,"{""type"":""Polygon"",""coordinates"":[[[7.396596152557612,45.88543658276506],[7.398312766327143,45.88543658276506],[7.39814110495019,45.88633277062794],[7.396681983246087,45.88639251597139],[7.396596152557612,45.88543658276506]]]}"
4_53,7,"{""type"":""Polygon"",""coordinates"":[[[7.394536216034176,45.88238943588549],[7.395566184295894,45.88250893499018],[7.395137030853507,45.88328567290553],[7.393763739837884,45.88304667778055],[7.394536216034176,45.88238943588549]]]}"
4_54,7,"{""type"":""Polygon"",""coordinates"":[[[7.405341611056114,45.88954742602926],[7.406629071383262,45.889786393187435],[7.406028256563926,45.89116043439502],[7.40439747348287,45.89092147314852],[7.405341611056114,45.88954742602926]]]}"
